instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,day_type,year_label,month_name,weekday_name
11254,2012-04-19,2,1,4,2,0,4,1,2,0.42,0.4242,0.77,0.0,2,4,6,Summer,Mist,Working Day,2012,April,Thursday
11255,2012-04-19,2,1,4,3,0,4,1,2,0.42,0.4242,0.77,0.0,1,3,4,Summer,Mist,Working Day,2012,April,Thursday
11256,2012-04-19,2,1,4,4,0,4,1,2,0.42,0.4242,0.71,0.0,0,4,4,Summer,Mist,Working Day,2012,April,Thursday
11257,2012-04-19,2,1,4,5,0,4,1,1,0.4,0.4091,0.82,0.0,0,30,30,Summer,Clear,Working Day,2012,April,Thursday
11258,2012-04-19,2,1,4,6,0,4,1,2,0.4,0.4091,0.82,0.1045,4,116,120,Summer,Mist,Working Day,2012,April,Thursday
11259,2012-04-19,2,1,4,7,0,4,1,2,0.4,0.4091,0.82,0.1343,15,391,406,Summer,Mist,Working Day,2012,April,Thursday
11260,2012-04-19,2,1,4,8,0,4,1,2,0.42,0.4242,0.82,0.1045,26,651,677,Summer,Mist,Working Day,2012,April,Thursday
11261,2012-04-19,2,1,4,9,0,4,1,2,0.46,0.4545,0.72,0.0,31,270,301,Summer,Mist,Working Day,2012,April,Thursday
11262,2012-04-19,2,1,4,10,0,4,1,1,0.48,0.4697,0.63,0.0896,46,143,189,Summer,Clear,Working Day,2012,April,Thursday
11263,2012-04-19,2,1,4,11,0,4,1,1,0.52,0.5,0.48,0.0,46,183,229,Summer,Clear,Working Day,2012,April,Thursday
11264,2012-04-19,2,1,4,12,0,4,1,1,0.54,0.5152,0.49,0.0,51,213,264,Summer,Clear,Working Day,2012,April,Thursday
11265,2012-04-19,2,1,4,13,0,4,1,1,0.56,0.5303,0.46,0.0,52,186,238,Summer,Clear,Working Day,2012,April,Thursday
11266,2012-04-19,2,1,4,14,0,4,1,1,0.58,0.5455,0.43,0.0,54,183,237,Summer,Clear,Working Day,2012,April,Thursday
11267,2012-04-19,2,1,4,15,0,4,1,1,0.6,0.6212,0.43,0.0,66,196,262,Summer,Clear,Working Day,2012,April,Thursday
11268,2012-04-19,2,1,4,16,0,4,1,1,0.62,0.6212,0.41,0.1045,63,324,387,Summer,Clear,Working Day,2012,April,Thursday
11269,2012-04-19,2,1,4,17,0,4,1,1,0.6,0.6212,0.43,0.0896,85,663,748,Summer,Clear,Working Day,2012,April,Thursday
11270,2012-04-19,2,1,4,18,0,4,1,1,0.6,0.6212,0.43,0.0896,99,677,776,Summer,Clear,Working Day,2012,April,Thursday
11271,2012-04-19,2,1,4,19,0,4,1,1,0.58,0.5455,0.46,0.1343,70,516,586,Summer,Clear,Working Day,2012,April,Thursday
11272,2012-04-19,2,1,4,20,0,4,1,1,0.56,0.5303,0.49,0.2239,52,352,404,Summer,Clear,Working Day,2012,April,Thursday
11273,2012-04-19,2,1,4,21,0,4,1,1,0.52,0.5,0.55,0.1045,27,240,267,Summer,Clear,Working Day,2012,April,Thursday
11274,2012-04-19,2,1,4,22,0,4,1,1,0.52,0.5,0.59,0.194,29,219,248,Summer,Clear,Working Day,2012,April,Thursday
11275,2012-04-19,2,1,4,23,0,4,1,1,0.5,0.4848,0.63,0.1045,20,124,144,Summer,Clear,Working Day,2012,April,Thursday
11276,2012-04-20,2,1,4,0,0,5,1,1,0.48,0.4697,0.67,0.1045,5,59,64,Summer,Clear,Working Day,2012,April,Friday
11277,2012-04-20,2,1,4,1,0,5,1,1,0.46,0.4545,0.82,0.194,3,22,25,Summer,Clear,Working Day,2012,April,Friday
11278,2012-04-20,2,1,4,2,0,5,1,1,0.44,0.4394,0.88,0.194,3,18,21,Summer,Clear,Working Day,2012,April,Friday
11279,2012-04-20,2,1,4,3,0,5,1,1,0.44,0.4394,0.88,0.1045,1,9,10,Summer,Clear,Working Day,2012,April,Friday
11280,2012-04-20,2,1,4,4,0,5,1,1,0.42,0.4242,0.94,0.1045,0,3,3,Summer,Clear,Working Day,2012,April,Friday
11281,2012-04-20,2,1,4,5,0,5,1,1,0.42,0.4242,0.94,0.0,1,24,25,Summer,Clear,Working Day,2012,April,Friday
11282,2012-04-20,2,1,4,6,0,5,1,1,0.42,0.4242,0.88,0.0,8,105,113,Summer,Clear,Working Day,2012,April,Friday
11283,2012-04-20,2,1,4,7,0,5,1,1,0.42,0.4242,0.94,0.0,9,350,359,Summer,Clear,Working Day,2012,April,Friday
11284,2012-04-20,2,1,4,8,0,5,1,1,0.44,0.4394,0.94,0.0,32,668,700,Summer,Clear,Working Day,2012,April,Friday
11285,2012-04-20,2,1,4,9,0,5,1,1,0.46,0.4545,0.88,0.0896,30,329,359,Summer,Clear,Working Day,2012,April,Friday
11286,2012-04-20,2,1,4,10,0,5,1,1,0.5,0.4848,0.77,0.194,67,170,237,Summer,Clear,Working Day,2012,April,Friday
11287,2012-04-20,2,1,4,11,0,5,1,1,0.54,0.5152,0.68,0.1642,64,190,254,Summer,Clear,Working Day,2012,April,Friday
11288,2012-04-20,2,1,4,12,0,5,1,1,0.58,0.5455,0.53,0.194,102,260,362,Summer,Clear,Working Day,2012,April,Friday
11289,2012-04-20,2,1,4,13,0,5,1,1,0.62,0.6212,0.43,0.194,105,276,381,Summer,Clear,Working Day,2012,April,Friday
11290,2012-04-20,2,1,4,14,0,5,1,1,0.64,0.6212,0.44,0.2239,156,238,394,Summer,Clear,Working Day,2012,April,Friday
11291,2012-04-20,2,1,4,15,0,5,1,1,0.64,0.6212,0.47,0.194,145,262,407,Summer,Clear,Working Day,2012,April,Friday
11292,2012-04-20,2,1,4,16,0,5,1,1,0.66,0.6212,0.44,0.194,151,429,580,Summer,Clear,Working Day,2012,April,Friday
11293,2012-04-20,2,1,4,17,0,5,1,1,0.64,0.6212,0.47,0.2836,122,697,819,Summer,Clear,Working Day,2012,April,Friday
11294,2012-04-20,2,1,4,18,0,5,1,1,0.62,0.6212,0.5,0.2836,110,558,668,Summer,Clear,Working Day,2012,April,Friday
11295,2012-04-20,2,1,4,19,0,5,1,1,0.6,0.6212,0.53,0.194,82,410,492,Summer,Clear,Working Day,2012,April,Friday
11296,2012-04-20,2,1,4,20,0,5,1,1,0.58,0.5455,0.56,0.1642,52,289,341,Summer,Clear,Working Day,2012,April,Friday
11297,2012-04-20,2,1,4,21,0,5,1,1,0.56,0.5303,0.68,0.1343,35,252,287,Summer,Clear,Working Day,2012,April,Friday
11298,2012-04-20,2,1,4,22,0,5,1,1,0.54,0.5152,0.68,0.2537,26,176,202,Summer,Clear,Working Day,2012,April,Friday
11299,2012-04-20,2,1,4,23,0,5,1,1,0.52,0.5,0.72,0.1343,31,156,187,Summer,Clear,Working Day,2012,April,Friday
11300,2012-04-21,2,1,4,0,0,6,0,1,0.52,0.5,0.77,0.2239,31,111,142,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11301,2012-04-21,2,1,4,1,0,6,0,1,0.52,0.5,0.77,0.2239,24,64,88,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11302,2012-04-21,2,1,4,2,0,6,0,1,0.52,0.5,0.77,0.1343,12,69,81,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11303,2012-04-21,2,1,4,3,0,6,0,1,0.5,0.4848,0.82,0.2239,4,25,29,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11304,2012-04-21,2,1,4,4,0,6,0,1,0.5,0.4848,0.82,0.2537,0,9,9,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11305,2012-04-21,2,1,4,5,0,6,0,1,0.5,0.4848,0.82,0.2537,0,1,1,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11306,2012-04-21,2,1,4,6,0,6,0,1,0.5,0.4848,0.82,0.2239,10,21,31,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11307,2012-04-21,2,1,4,7,0,6,0,1,0.5,0.4848,0.82,0.2836,21,55,76,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11308,2012-04-21,2,1,4,8,0,6,0,1,0.52,0.5,0.81,0.2537,52,149,201,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11309,2012-04-21,2,1,4,9,0,6,0,1,0.54,0.5152,0.77,0.1642,115,216,331,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11310,2012-04-21,2,1,4,10,0,6,0,1,0.6,0.6061,0.64,0.2836,183,299,482,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11311,2012-04-21,2,1,4,11,0,6,0,1,0.62,0.6061,0.61,0.3284,260,348,608,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11312,2012-04-21,2,1,4,12,0,6,0,1,0.64,0.6212,0.57,0.2239,262,378,640,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11313,2012-04-21,2,1,4,13,0,6,0,1,0.66,0.6212,0.54,0.2239,291,358,649,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11314,2012-04-21,2,1,4,14,0,6,0,1,0.7,0.6364,0.45,0.2836,278,331,609,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11315,2012-04-21,2,1,4,15,0,6,0,1,0.72,0.6515,0.39,0.2537,267,361,628,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11316,2012-04-21,2,1,4,16,0,6,0,1,0.7,0.6364,0.42,0.3284,267,372,639,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11317,2012-04-21,2,1,4,17,0,6,0,2,0.74,0.6515,0.3,0.3881,259,309,568,Summer,Mist,Weekend/Holiday,2012,April,Saturday
11318,2012-04-21,2,1,4,18,0,6,0,2,0.68,0.6364,0.47,0.4925,133,283,416,Summer,Mist,Weekend/Holiday,2012,April,Saturday
11319,2012-04-21,2,1,4,19,0,6,0,3,0.56,0.5303,0.73,0.4925,9,45,54,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Saturday
11320,2012-04-21,2,1,4,20,0,6,0,3,0.5,0.4848,0.82,0.2985,5,34,39,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Saturday
11321,2012-04-21,2,1,4,21,0,6,0,3,0.5,0.4848,0.82,0.3881,20,82,102,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Saturday
11322,2012-04-21,2,1,4,22,0,6,0,1,0.48,0.4697,0.82,0.2985,20,90,110,Summer,Clear,Weekend/Holiday,2012,April,Saturday
11323,2012-04-21,2,1,4,23,0,6,0,2,0.46,0.4545,0.82,0.2836,18,73,91,Summer,Mist,Weekend/Holiday,2012,April,Saturday
11324,2012-04-22,2,1,4,0,0,0,0,2,0.46,0.4545,0.82,0.194,32,85,117,Summer,Mist,Weekend/Holiday,2012,April,Sunday
11325,2012-04-22,2,1,4,1,0,0,0,2,0.46,0.4545,0.82,0.3284,10,63,73,Summer,Mist,Weekend/Holiday,2012,April,Sunday
11326,2012-04-22,2,1,4,2,0,0,0,1,0.46,0.4545,0.72,0.2836,7,49,56,Summer,Clear,Weekend/Holiday,2012,April,Sunday
11327,2012-04-22,2,1,4,3,0,0,0,2,0.44,0.4394,0.82,0.1642,7,33,40,Summer,Mist,Weekend/Holiday,2012,April,Sunday
11328,2012-04-22,2,1,4,4,0,0,0,2,0.44,0.4394,0.77,0.1642,0,7,7,Summer,Mist,Weekend/Holiday,2012,April,Sunday
11329,2012-04-22,2,1,4,5,0,0,0,2,0.44,0.4394,0.77,0.2239,0,6,6,Summer,Mist,Weekend/Holiday,2012,April,Sunday
11330,2012-04-22,2,1,4,6,0,0,0,2,0.44,0.4394,0.72,0.3284,6,6,12,Summer,Mist,Weekend/Holiday,2012,April,Sunday
11331,2012-04-22,2,1,4,7,0,0,0,3,0.42,0.4242,0.77,0.3881,2,22,24,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11332,2012-04-22,2,1,4,8,0,0,0,3,0.4,0.4091,0.82,0.2537,8,43,51,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11333,2012-04-22,2,1,4,9,0,0,0,3,0.4,0.4091,0.82,0.2537,8,71,79,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11334,2012-04-22,2,1,4,10,0,0,0,3,0.38,0.3939,0.82,0.3284,11,57,68,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11335,2012-04-22,2,1,4,11,0,0,0,3,0.38,0.3939,0.87,0.2985,7,70,77,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11336,2012-04-22,2,1,4,12,0,0,0,3,0.38,0.3939,0.87,0.3284,5,56,61,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11337,2012-04-22,2,1,4,13,0,0,0,3,0.38,0.3939,0.82,0.3582,5,47,52,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11338,2012-04-22,2,1,4,14,0,0,0,3,0.38,0.3939,0.87,0.3284,3,50,53,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11339,2012-04-22,2,1,4,15,0,0,0,3,0.38,0.3939,0.87,0.3881,0,38,38,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11340,2012-04-22,2,1,4,16,0,0,0,3,0.38,0.3939,0.87,0.4478,4,32,36,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11341,2012-04-22,2,1,4,17,0,0,0,3,0.36,0.3182,0.93,0.4478,2,25,27,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11342,2012-04-22,2,1,4,18,0,0,0,3,0.36,0.3182,0.93,0.4478,1,38,39,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11343,2012-04-22,2,1,4,19,0,0,0,3,0.36,0.3182,0.87,0.5224,1,34,35,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11344,2012-04-22,2,1,4,20,0,0,0,3,0.36,0.3333,0.93,0.4179,1,34,35,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11345,2012-04-22,2,1,4,21,0,0,0,3,0.36,0.3333,0.87,0.3881,0,11,11,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11346,2012-04-22,2,1,4,22,0,0,0,3,0.34,0.2879,0.87,0.5224,0,13,13,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11347,2012-04-22,2,1,4,23,0,0,0,3,0.36,0.3182,0.81,0.4627,0,17,17,Summer,Light Rain/Snow,Weekend/Holiday,2012,April,Sunday
11348,2012-04-23,2,1,4,0,0,1,1,3,0.36,0.3333,0.81,0.4179,0,6,6,Summer,Light Rain/Snow,Working Day,2012,April,Monday
11349,2012-04-23,2,1,4,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,1,2,Summer,Light Rain/Snow,Working Day,2012,April,Monday
11350,2012-04-23,2,1,4,2,0,1,1,2,0.32,0.303,0.87,0.3284,1,3,4,Summer,Mist,Working Day,2012,April,Monday
11351,2012-04-23,2,1,4,3,0,1,1,2,0.32,0.303,0.81,0.2836,0,1,1,Summer,Mist,Working Day,2012,April,Monday
11352,2012-04-23,2,1,4,4,0,1,1,3,0.3,0.2879,0.81,0.2836,0,3,3,Summer,Light Rain/Snow,Working Day,2012,April,Monday
11353,2012-04-23,2,1,4,5,0,1,1,3,0.3,0.2879,0.81,0.2836,0,14,14,Summer,Light Rain/Snow,Working Day,2012,April,Monday
11354,2012-04-23,2,1,4,6,0,1,1,2,0.3,0.2727,0.81,0.2985,2,43,45,Summer,Mist,Working Day,2012,April,Monday
11355,2012-04-23,2,1,4,7,0,1,1,3,0.3,0.2879,0.81,0.2537,1,206,207,Summer,Light Rain/Snow,Working Day,2012,April,Monday
11356,2012-04-23,2,1,4,8,0,1,1,2,0.3,0.2727,0.75,0.3284,11,471,482,Summer,Mist,Working Day,2012,April,Monday
11357,2012-04-23,2,1,4,9,0,1,1,2,0.3,0.2727,0.75,0.3881,17,255,272,Summer,Mist,Working Day,2012,April,Monday
11358,2012-04-23,2,1,4,10,0,1,1,2,0.32,0.303,0.7,0.3284,12,88,100,Summer,Mist,Working Day,2012,April,Monday
11359,2012-04-23,2,1,4,11,0,1,1,2,0.32,0.2879,0.7,0.3582,10,91,101,Summer,Mist,Working Day,2012,April,Monday
11360,2012-04-23,2,1,4,12,0,1,1,3,0.34,0.303,0.71,0.3582,12,117,129,Summer,Light Rain/Snow,Working Day,2012,April,Monday
11361,2012-04-23,2,1,4,13,0,1,1,3,0.34,0.303,0.66,0.3881,9,98,107,Summer,Light Rain/Snow,Working Day,2012,April,Monday
11362,2012-04-23,2,1,4,14,0,1,1,3,0.36,0.3182,0.62,0.4478,12,102,114,Summer,Light Rain/Snow,Working Day,2012,April,Monday
11363,2012-04-23,2,1,4,15,0,1,1,2,0.36,0.3333,0.62,0.3881,11,101,112,Summer,Mist,Working Day,2012,April,Monday
11364,2012-04-23,2,1,4,16,0,1,1,3,0.3,0.2727,0.81,0.3582,10,93,103,Summer,Light Rain/Snow,Working Day,2012,April,Monday
11365,2012-04-23,2,1,4,17,0,1,1,3,0.3,0.2727,0.82,0.3284,13,219,232,Summer,Light Rain/Snow,Working Day,2012,April,Monday
11366,2012-04-23,2,1,4,18,0,1,1,3,0.32,0.3333,0.81,0.1343,10,369,379,Summer,Light Rain/Snow,Working Day,2012,April,Monday
11367,2012-04-23,2,1,4,19,0,1,1,2,0.34,0.3182,0.76,0.2239,11,287,298,Summer,Mist,Working Day,2012,April,Monday
11368,2012-04-23,2,1,4,20,0,1,1,2,0.32,0.3182,0.76,0.1642,17,186,203,Summer,Mist,Working Day,2012,April,Monday
11369,2012-04-23,2,1,4,21,0,1,1,2,0.32,0.303,0.81,0.2239,7,145,152,Summer,Mist,Working Day,2012,April,Monday
11370,2012-04-23,2,1,4,22,0,1,1,1,0.32,0.3182,0.76,0.194,18,71,89,Summer,Clear,Working Day,2012,April,Monday
11371,2012-04-23,2,1,4,23,0,1,1,1,0.32,0.3182,0.76,0.1642,10,49,59,Summer,Clear,Working Day,2012,April,Monday
11372,2012-04-24,2,1,4,0,0,2,1,2,0.32,0.3333,0.76,0.1343,0,13,13,Summer,Mist,Working Day,2012,April,Tuesday
11373,2012-04-24,2,1,4,1,0,2,1,2,0.32,0.3333,0.81,0.1343,1,6,7,Summer,Mist,Working Day,2012,April,Tuesday
11374,2012-04-24,2,1,4,2,0,2,1,1,0.32,0.3182,0.81,0.194,0,3,3,Summer,Clear,Working Day,2012,April,Tuesday
11375,2012-04-24,2,1,4,3,0,2,1,1,0.32,0.303,0.81,0.2239,0,2,2,Summer,Clear,Working Day,2012,April,Tuesday
11376,2012-04-24,2,1,4,4,0,2,1,1,0.3,0.2879,0.7,0.194,0,3,3,Summer,Clear,Working Day,2012,April,Tuesday
11377,2012-04-24,2,1,4,5,0,2,1,1,0.3,0.2879,0.7,0.194,0,22,22,Summer,Clear,Working Day,2012,April,Tuesday
11378,2012-04-24,2,1,4,6,0,2,1,1,0.3,0.2879,0.7,0.2239,3,117,120,Summer,Clear,Working Day,2012,April,Tuesday
11379,2012-04-24,2,1,4,7,0,2,1,1,0.32,0.303,0.66,0.2836,3,387,390,Summer,Clear,Working Day,2012,April,Tuesday
11380,2012-04-24,2,1,4,8,0,2,1,1,0.34,0.3182,0.61,0.2537,12,599,611,Summer,Clear,Working Day,2012,April,Tuesday
11381,2012-04-24,2,1,4,9,0,2,1,1,0.4,0.4091,0.47,0.3582,6,302,308,Summer,Clear,Working Day,2012,April,Tuesday
11382,2012-04-24,2,1,4,10,0,2,1,1,0.42,0.4242,0.47,0.2985,33,129,162,Summer,Clear,Working Day,2012,April,Tuesday
11383,2012-04-24,2,1,4,11,0,2,1,1,0.46,0.4545,0.31,0.3881,27,157,184,Summer,Clear,Working Day,2012,April,Tuesday
11384,2012-04-24,2,1,4,12,0,2,1,1,0.48,0.4697,0.29,0.3881,36,188,224,Summer,Clear,Working Day,2012,April,Tuesday
11385,2012-04-24,2,1,4,13,0,2,1,1,0.5,0.4848,0.29,0.3881,35,189,224,Summer,Clear,Working Day,2012,April,Tuesday
11386,2012-04-24,2,1,4,14,0,2,1,1,0.5,0.4848,0.25,0.3881,50,166,216,Summer,Clear,Working Day,2012,April,Tuesday
11387,2012-04-24,2,1,4,15,0,2,1,1,0.5,0.4848,0.23,0.4179,60,176,236,Summer,Clear,Working Day,2012,April,Tuesday
11388,2012-04-24,2,1,4,16,0,2,1,1,0.5,0.4848,0.23,0.194,54,308,362,Summer,Clear,Working Day,2012,April,Tuesday
11389,2012-04-24,2,1,4,17,0,2,1,1,0.52,0.5,0.22,0.3881,72,619,691,Summer,Clear,Working Day,2012,April,Tuesday
11390,2012-04-24,2,1,4,18,0,2,1,1,0.5,0.4848,0.18,0.0,52,580,632,Summer,Clear,Working Day,2012,April,Tuesday
11391,2012-04-24,2,1,4,19,0,2,1,1,0.5,0.4848,0.18,0.2537,33,449,482,Summer,Clear,Working Day,2012,April,Tuesday
11392,2012-04-24,2,1,4,20,0,2,1,1,0.48,0.4697,0.21,0.3284,16,269,285,Summer,Clear,Working Day,2012,April,Tuesday
11393,2012-04-24,2,1,4,21,0,2,1,2,0.46,0.4545,0.28,0.1642,13,213,226,Summer,Mist,Working Day,2012,April,Tuesday
11394,2012-04-24,2,1,4,22,0,2,1,1,0.44,0.4394,0.35,0.1045,8,149,157,Summer,Clear,Working Day,2012,April,Tuesday
11395,2012-04-24,2,1,4,23,0,2,1,1,0.42,0.4242,0.38,0.0896,4,69,73,Summer,Clear,Working Day,2012,April,Tuesday
11396,2012-04-25,2,1,4,0,0,3,1,1,0.44,0.4394,0.38,0.0,13,23,36,Summer,Clear,Working Day,2012,April,Wednesday
11397,2012-04-25,2,1,4,1,0,3,1,1,0.42,0.4242,0.41,0.0,8,17,25,Summer,Clear,Working Day,2012,April,Wednesday
11398,2012-04-25,2,1,4,2,0,3,1,1,0.36,0.3788,0.62,0.0,1,6,7,Summer,Clear,Working Day,2012,April,Wednesday
11399,2012-04-25,2,1,4,3,0,3,1,1,0.32,0.3333,0.7,0.0896,0,3,3,Summer,Clear,Working Day,2012,April,Wednesday
11400,2012-04-25,2,1,4,4,0,3,1,1,0.34,0.3485,0.66,0.0896,0,6,6,Summer,Clear,Working Day,2012,April,Wednesday
11401,2012-04-25,2,1,4,5,0,3,1,1,0.34,0.3636,0.66,0.0,0,24,24,Summer,Clear,Working Day,2012,April,Wednesday
11402,2012-04-25,2,1,4,6,0,3,1,1,0.34,0.3636,0.66,0.0,3,103,106,Summer,Clear,Working Day,2012,April,Wednesday
11403,2012-04-25,2,1,4,7,0,3,1,1,0.34,0.3636,0.71,0.0,13,376,389,Summer,Clear,Working Day,2012,April,Wednesday
11404,2012-04-25,2,1,4,8,0,3,1,1,0.36,0.3636,0.76,0.0896,20,634,654,Summer,Clear,Working Day,2012,April,Wednesday
11405,2012-04-25,2,1,4,9,0,3,1,1,0.42,0.4242,0.54,0.0,33,288,321,Summer,Clear,Working Day,2012,April,Wednesday
11406,2012-04-25,2,1,4,10,0,3,1,1,0.52,0.5,0.34,0.0,44,138,182,Summer,Clear,Working Day,2012,April,Wednesday
11407,2012-04-25,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343,42,177,219,Summer,Clear,Working Day,2012,April,Wednesday
11408,2012-04-25,2,1,4,12,0,3,1,1,0.54,0.5152,0.28,0.2836,49,220,269,Summer,Clear,Working Day,2012,April,Wednesday
11409,2012-04-25,2,1,4,13,0,3,1,1,0.56,0.5303,0.26,0.2239,35,193,228,Summer,Clear,Working Day,2012,April,Wednesday
11410,2012-04-25,2,1,4,14,0,3,1,1,0.56,0.5303,0.22,0.3582,47,176,223,Summer,Clear,Working Day,2012,April,Wednesday
11411,2012-04-25,2,1,4,15,0,3,1,1,0.58,0.5455,0.19,0.1642,47,182,229,Summer,Clear,Working Day,2012,April,Wednesday
11412,2012-04-25,2,1,4,16,0,3,1,1,0.6,0.5909,0.2,0.3284,49,327,376,Summer,Clear,Working Day,2012,April,Wednesday
11413,2012-04-25,2,1,4,17,0,3,1,1,0.6,0.5909,0.2,0.2985,68,664,732,Summer,Clear,Working Day,2012,April,Wednesday
11414,2012-04-25,2,1,4,18,0,3,1,1,0.6,0.5909,0.2,0.2836,60,649,709,Summer,Clear,Working Day,2012,April,Wednesday
11415,2012-04-25,2,1,4,19,0,3,1,1,0.6,0.5909,0.2,0.194,42,501,543,Summer,Clear,Working Day,2012,April,Wednesday
11416,2012-04-25,2,1,4,20,0,3,1,1,0.56,0.5303,0.22,0.0896,22,358,380,Summer,Clear,Working Day,2012,April,Wednesday
11417,2012-04-25,2,1,4,21,0,3,1,1,0.52,0.5,0.52,0.1343,27,212,239,Summer,Clear,Working Day,2012,April,Wednesday
11418,2012-04-25,2,1,4,22,0,3,1,1,0.5,0.4848,0.51,0.0,22,170,192,Summer,Clear,Working Day,2012,April,Wednesday
11419,2012-04-25,2,1,4,23,0,3,1,2,0.5,0.4848,0.51,0.0896,10,94,104,Summer,Mist,Working Day,2012,April,Wednesday
11420,2012-04-26,2,1,4,0,0,4,1,2,0.48,0.4697,0.63,0.0,1,42,43,Summer,Mist,Working Day,2012,April,Thursday
11421,2012-04-26,2,1,4,1,0,4,1,2,0.48,0.4697,0.48,0.0896,1,22,23,Summer,Mist,Working Day,2012,April,Thursday
11422,2012-04-26,2,1,4,2,0,4,1,2,0.48,0.4697,0.55,0.1045,3,10,13,Summer,Mist,Working Day,2012,April,Thursday
11423,2012-04-26,2,1,4,3,0,4,1,2,0.48,0.4697,0.55,0.0896,1,5,6,Summer,Mist,Working Day,2012,April,Thursday
11424,2012-04-26,2,1,4,4,0,4,1,2,0.48,0.4697,0.59,0.0896,1,2,3,Summer,Mist,Working Day,2012,April,Thursday
11425,2012-04-26,2,1,4,5,0,4,1,2,0.48,0.4697,0.63,0.1343,0,17,17,Summer,Mist,Working Day,2012,April,Thursday
11426,2012-04-26,2,1,4,6,0,4,1,2,0.48,0.4697,0.63,0.2537,5,122,127,Summer,Mist,Working Day,2012,April,Thursday
11427,2012-04-26,2,1,4,7,0,4,1,3,0.46,0.4545,0.82,0.3582,3,222,225,Summer,Light Rain/Snow,Working Day,2012,April,Thursday
11428,2012-04-26,2,1,4,8,0,4,1,3,0.46,0.4545,0.82,0.194,4,358,362,Summer,Light Rain/Snow,Working Day,2012,April,Thursday
11429,2012-04-26,2,1,4,9,0,4,1,3,0.46,0.4545,0.88,0.1642,12,189,201,Summer,Light Rain/Snow,Working Day,2012,April,Thursday
11430,2012-04-26,2,1,4,10,0,4,1,2,0.46,0.4545,0.94,0.1642,14,125,139,Summer,Mist,Working Day,2012,April,Thursday
11431,2012-04-26,2,1,4,11,0,4,1,2,0.46,0.4545,0.94,0.2239,16,135,151,Summer,Mist,Working Day,2012,April,Thursday
11432,2012-04-26,2,1,4,12,0,4,1,2,0.52,0.5,0.83,0.1343,24,180,204,Summer,Mist,Working Day,2012,April,Thursday
11433,2012-04-26,2,1,4,13,0,4,1,2,0.5,0.4848,0.82,0.1642,19,178,197,Summer,Mist,Working Day,2012,April,Thursday
11434,2012-04-26,2,1,4,14,0,4,1,2,0.54,0.5152,0.77,0.194,37,132,169,Summer,Mist,Working Day,2012,April,Thursday
11435,2012-04-26,2,1,4,15,0,4,1,2,0.52,0.5,0.83,0.3284,39,165,204,Summer,Mist,Working Day,2012,April,Thursday
11436,2012-04-26,2,1,4,16,0,4,1,2,0.52,0.5,0.83,0.2239,37,281,318,Summer,Mist,Working Day,2012,April,Thursday
11437,2012-04-26,2,1,4,17,0,4,1,1,0.54,0.5152,0.77,0.1642,49,565,614,Summer,Clear,Working Day,2012,April,Thursday
11438,2012-04-26,2,1,4,18,0,4,1,2,0.54,0.5152,0.77,0.194,75,589,664,Summer,Mist,Working Day,2012,April,Thursday
